gene	logFC	padj
SPRYD4	-0.035063362	0.826042109
VPS37D	0.980753486	0.021329788
SYNE3	0.119456221	0.723521725
CLK2	-0.153495355	0.187953662
LPCAT4	0.197137549	0.032815672
SLCO3A1	-0.311472033	0.770797216
WDR25	0.028521723	0.868485548
PLAAT3	0.280192364	0.227479623
DIRAS1	0.118371832	0.931723734
PHLDB3	0.090714268	0.672527957
PRR15	-0.017416585	0.978505165
GNG7	0.699980681	0.132970221
CNTD1	-0.021863587	0.974866892
KBTBD11	0.027944646	0.910732296
B3GNT5	0.187564753	0.654429979
LMNB2	0.335156779	0.019151015
RMDN1	-0.319553388	0.002855321
MEX3C	-0.194471516	0.394269501
RNF152	0.755577156	0.201650636
MYO1D	-0.105940209	0.240094719
LRRC37A	0.140899061	0.655504568
BDNF	0.273990844	0.582891972
CCDC121	-0.000233324	1
ACSF3	0.203577323	0.19780769
BOK	0.108903522	0.345462922
ZNF843	0.046542548	0.961310841
RBIS	-0.30222943	0.201556547
NCKAP5	-0.315602603	0.787530993
RUFY1	0.176099637	0.05120887
DEFB103A	-1.375487201	0.544801088
LRRC37A3	0.139624351	0.57021211
VSIG10	0.31218432	0.004150566
METRNL	0.660846873	0.001190797
FAM91A1	-0.057059482	0.467108807
WSB2	-0.201717979	0.016475076
GRIN1	0.696988747	0.175171039
TYMS	-0.499179217	0.00438006
PXMP2	-0.301451384	0.016038506
TCEANC	-0.056789981	0.840805089
PNMA1	-0.740925546	0.000284622
TCIM	0.05017964	0.974144208
MAMSTR	0.329166276	0.255974332
ANKLE2	-0.092157019	0.137789706
C8G	-0.410583287	0.772286052
FUT2	1.004744853	0.000753209
GCNT4	0.665179229	0.114267174
MUC20	1.173305929	0.038774913
LY6H	0.382955315	0.780027223
FAM89B	0.220995153	0.126081275
SHMT1	-0.060972294	0.66728833
DPP7	0.250274862	0.011086921
SEC24C	-0.079716209	0.333843741
SMCR8	-0.074442145	0.33251391
MTHFR	0.876753889	0.000205802
MTX3	-0.039380222	0.82948871
TMEM80	0.274895278	0.179574561
FBXO46	0.000357611	0.998302686
ZDHHC13	0.216531424	0.031895552
SLC38A9	0.026854704	0.778673083
ACER2	0.114795004	0.771928676
WDR73	0.03734897	0.806707673
POLE	-0.198495387	0.070524713
PHETA2	0.361218352	0.129851184
SCN4B	0.55658261	0.697669241
DSCAML1	-1.589242034	0.258474694
RHOG	-0.036921285	0.540789191
EPS8L2	0.480590195	0.003268642
ZDHHC22	1.556142031	0.129532221
ANO6	-0.105906705	0.288747806
NUDT4B	0.111803188	0.891650191
FAM210A	0.242686059	0.056577969
TALDO1	0.040710194	0.640335456
ULK1	1.143501608	0.000215172
RIMKLA	0.519212585	0.017470752
RPS6KA3	-0.360444258	0.000203031
B3GNT8	0.624507666	0.65079487
PUS1	-0.173624846	0.137388606
GATD1	0.038987875	0.702057453
MAN1B1	0.372095433	0.006844018
DEFB103B	1.257456061	0.758317333
FZD8	-0.309896705	0.517570413
KCNA2	-0.460665229	0.817101096
TOP3A	-0.226711454	0.043060646
CASKIN2	0.522542158	0.003105378
CCDC71	0.430418893	0.000970971
TIMM22	0.205711122	0.072578259
PPFIA3	1.088373892	0.001424159
MAGEF1	0.353117624	0.00062612
SAMD9L	0.334139894	0.690950617
MIEF2	0.44814186	0.006428802
NAP1L5	-0.412575574	0.558659433
NIM1K	1.113737752	0.190974331
ERICH5	0.579752013	0.327708926
ACOT4	-0.46416504	0.074428109
ARIH2	-0.055725232	0.523747605
RBM44	0.254325427	0.737334657
RPRM	-0.331760787	0.744640681
SLC25A22	-0.161885822	0.1697159
RABEP2	0.444157289	0.003243142
ATOX1	-0.172599828	0.415618221
SAMD12	-0.19420573	0.808296893
C18orf32	0.226052133	0.035809387
RPLP2	-0.089579303	0.657636677
HASPIN	-0.399918059	0.012838103
CSTF2T	-0.082017961	0.231720327
PGBD5	1.442580859	0.208869952
C12orf54	-0.25871675	0.876652351
GBA	0.389953958	0.000533369
ACAD9	-0.167917214	0.089360375
IL17RA	0.414615203	0.000366434
PNPLA2	0.540701873	0.005396801
AGTRAP	0.325727967	0.001504453
CD163L1	-1.323969657	0.042010544
SRRM3	1.379721942	0.026094841
CRACR2B	0.125055742	0.704654578
DNAJC28	0.439353691	0.261761292
NAALADL2	0.014247407	0.992514392
CD151	0.314890386	0.007281471
POLR2L	-0.13933683	0.630619036
FAM20C	0.926236359	0.170759281
NECTIN3	0.094215922	0.305289229
ANXA2R	-0.457320788	0.121304598
TMEM94	0.365231811	0.00273896
HNRNPA0	-0.361642384	0.001763647
CHID1	0.097762244	0.187624984
PCDHB9	0.032435502	0.965747732
TMEM187	0.327077828	0.036723935
SVBP	-0.022026636	0.918614663
CCDC184	1.34267444	0.056834677
AP3S1	-0.217610989	0.008190238
GRB2	0.062105422	0.405215196
UBE2N	-0.677829382	0.000157462
ARL6IP6	-0.471773132	0.004753414
MAMDC4	-0.456872623	0.236222616
BET1L	0.17194857	0.162603325
RPS27	-0.176230654	0.571798898
RIC8A	0.135534488	0.03329545
IMP3	-0.090545551	0.443609621
ASB8	0.508385786	0.001512385
LCN15	-0.472933137	0.778445092
ODF3B	0.785858965	0.148958331
DPY19L2	-0.490271532	0.402642507
GPR150	-0.536722429	0.980485365
LRRC75B	0.791860576	0.089650468
ADAMTSL1	0.450326149	0.722666364
IMPDH2	-0.193685453	0.020889288
ALS2CL	0.439765831	0.277715755
MLF1	-0.064831479	0.676079793
NDUFAF3	-0.546064749	0.004383475
C2orf69	-0.303909601	0.015917956
GRAMD1C	-0.065121566	0.736335062
STAP2	0.171133624	0.138117386
TSSK6	0.335110636	0.262800348
BOLA1	-0.409535699	0.528400647
PDE4DIP	0.180990033	0.151091302
DDX10	-0.207400394	0.121676658
GOLGA8Q	-0.776629081	0.261552535
NDUFV2	-0.605043219	0.001540841
DALRD3	-0.03372156	0.810973056
AMER3	-1.152854074	0.351061716
PARD6G	0.343162906	0.271304307
SH2B1	0.298401617	0.021990135
POGLUT3	0.630516991	0.022680119
PLEC	0.014815023	0.952853109
PRSS36	0.872251538	0.00475974
TMEM151B	0.810675942	0.371394773
GALNT11	0.138512235	0.193795088
SLITRK1	-0.511276121	0.645599139
WDR6	0.504792444	6.93E-05
GEN1	-0.157254199	0.188043872
AQP11	-0.068172075	0.832370696
TMEM11	0.021430431	0.877425839
ZFAND2A	-0.462470072	0.001374807
PLEKHM3	0.242512677	0.041554038
FAM220A	0.962354114	0.801915266
DNAJC22	0.219260338	0.11254977
CEP295NL	0.30571647	0.605032942
NT5DC1	-0.017089769	0.867695957
TIMM23B-AGAP6	-0.275715737	0.06023295
GLDC	-0.957995611	0.024134318
COX14	0.015657104	0.936350294
MCMDC2	-0.437753732	0.173492927
P4HTM	0.598110638	0.001008522
UCN3	-1.356634227	0.475602973
DTX3	-0.084954211	0.856348501
KLHL11	0.337870943	0.032747234
CTXN1	0.160383218	0.336860925
SLC25A20	-0.135631776	0.289753939
CA8	-0.609016092	0.232358414
EPM2AIP1	0.176148258	0.06003118
PSAPL1	1.306644415	0.092636425
GTPBP6	0.077991722	0.260594769
GPR35	-0.027027914	0.921468347
NSUN3	0.807791483	0.000963711
KCTD12	-0.039411052	0.945611399
DHFR2	-0.191740355	0.199967784
RPP25	0.067840677	0.490668884
GRINA	0.496124759	0.000780691
THBD	-1.118482949	0.069502519
COX5A	-0.106889783	0.252342767
STX19	-0.302772538	0.806834276
ERFE	0.269358993	0.271776396
FAM219B	0.035409942	0.758856802
CPNE7	0.031566045	0.867505798
RIIAD1	-0.762826184	0.640393173
MPI	0.054408981	0.475602973
TRIM73	-0.168590147	0.727496947
OPLAH	0.64450683	0.002639654
TMEM52	1.112531954	0.029067947
TMEM139	-0.320650846	0.14370965
RNF186	0.000735346	0.984096651
EFCAB13	-0.064976029	0.896792873
APOLD1	0.002596536	0.99133613
RFLNA	0.488372136	0.639394525
EXOSC4	-0.096979593	0.717907441
DPY19L3	-0.448320962	0.00136025
PFAS	0.056063411	0.537210162
HYI	-0.323746568	0.019896326
CYBC1	0.755154074	0.000205534
LGALS7B	-0.000157352	0.984637914
SMIM10L2A	1.689716602	0.022995993
GAK	0.437391954	0.00062164
TUFM	-0.018988012	0.773762701
RMI1	-0.139358583	0.11998592
CTC1	-0.13591757	0.222876591
FBXO34	-0.125216002	0.458042329
SELENOW	-0.08734917	0.388258677
EIF3K	-0.047458459	0.614053559
MRFAP1L1	-0.092709981	0.297087172
SNX18	0.03307697	0.75096476
MRFAP1	0.033848591	0.685621339
C3orf38	-0.989355039	0.000109064
KLHDC7A	0.287711491	0.806527286
TMEM107	-0.186860101	0.401258268
RRS1	-0.267157376	0.034162816
EXOC3L1	2.446139799	0.003112354
TRIML2	0.048347469	0.931809955
RCC2	-0.295255294	0.00410228
IGSF22	0.773886489	0.406793954
CCDC89	0.657442574	0.936248033
DPM3	0.314389553	0.242959792
CYC1	-0.297483087	0.02230261
PER1	0.212789881	0.112962036
TMTC2	-0.514636942	0.100938289
FARSA	-0.099835706	0.302831245
SPTY2D1	-0.497796997	0.000148165
C10orf67	0.104455896	0.896241013
ALOXE3	-0.623048454	0.158244178
EDC3	-0.037190357	0.516920877
TCAIM	0.778993629	0.000215356
FUCA1	0.513437144	0.01041632
GGN	-0.174674154	0.850795071
TMEM125	-0.091687269	0.899773888
GVQW3	0.030781239	0.931663739
LDLRAD3	-0.31839319	0.032662422
CDH4	-0.577710673	0.225664065
RAD23A	-0.272152093	0.001526265
GADD45GIP1	0.092011616	0.520726301
TMEM151A	1.510798205	0.006456873
PTPN11	-0.140591686	0.113021961
NSUN7	0.047188738	0.97670882
FAM156B	-0.587601863	0.215037279
WSCD1	-0.803566291	0.168386134
RAB39A	0.962478551	0.032449511
CLK3	0.149805935	0.104220037
HLA-DQB1	0.399212793	0.769109655
PACS2	1.022232353	0.000160277
ELMOD2	0.151706674	0.117563967
GPC5	0.468993395	0.717497949
VWA1	0.880730425	0.055264532
GEMIN4	-0.205832702	0.092405399
FJX1	-0.328787085	0.046955621
KLHL28	-0.027009438	0.837759849
MKRN3	-0.412192146	0.965170263
C14orf28	0.197292989	0.33527142
ALOX12B	0.804437605	0.44666359
SHARPIN	-0.057765056	0.587325622
DNHD1	0.402328266	0.054007204
SLITRK4	-0.334536712	0.706486817
HTR1D	0.257168445	0.595757697
GCC1	0.097512662	0.231301208
LSMEM2	-2.131107684	0.107376422
PLD6	0.260649375	0.299089644
CDC42EP4	0.257915121	0.102587784
LACC1	-0.399248425	0.013692492
RPRML	0.342040874	0.82767921
ARL14	-0.834054067	0.411989032
WDR97	0.494532036	0.541245453
PCED1B	-0.597040703	0.792802647
APOBEC3B	0.002293384	0.984637914
PIPOX	0.387503912	0.881621985
CDH5	0.774674306	0.114949989
MYADM	-0.387030172	0.006260876
MROH1	0.379518262	0.036236999
AKAP5	-0.656825469	0.00241971
NKPD1	0.862659431	0.083697634
GIPC3	0.460297041	0.790066953
RNF227	-0.176427783	0.597152847
ABCA13	-0.496475625	0.696832133
TIGD5	0.363664955	0.005654505
PDXDC1	-0.001871348	0.984150656
R3HDM2	0.709764612	0.000155976
B3GNT3	-0.781888979	0.537244466
ITLN1	0.030936561	0.988320172
NRXN1	0.057806244	0.963285306
SEPHS2	-0.0308466	0.797279228
C14orf119	-0.403619597	0.003166893
BBS10	-0.113572155	0.346554133
SSC5D	0.176357892	0.823950948
DCTPP1	-0.250889741	0.07084266
PSTK	0.273556641	0.144969248
SOCS4	0.540121076	0.001313392
ZADH2	-0.463820486	0.001483528
C3orf80	0.958860711	0.11759041
ANKRD18A	-0.437392928	0.030759135
TMEM86B	-0.134571407	0.490819234
SEPTIN1	0.150923651	0.704021102
TRNAU1AP	0.19446879	0.116967991
EXOC3	0.483035516	0.000157053
LYNX1	1.328983595	0.018379325
TH	0.028944189	0.960050447
FAHD1	-0.164466309	0.099425083
TDRP	-0.36803802	0.635616043
RCC1	-0.201374881	0.030177018
F2	-1.896921772	0.148795312
PRKRA	-0.192780997	0.134148508
ZNRF2	-0.407476834	0.046706122
SLC9A4	0.384810817	0.394713838
FGD6	-0.194405038	0.030152945
PLD5	0.411755453	0.950869115
OAZ2	0.332648077	0.002353226
PNPLA1	0.940808137	0.325045889
CCDC43	-0.041800626	0.610746403
MEIOC	-0.273793851	0.993990165
FZD2	0.781945643	0.004908524
TIGD2	-0.241680265	0.029777819
ITPRID1	-1.363687782	0.239959974
MTURN	0.670032312	0.002130393
PAK2	-0.741424216	4.02E-05
CCDC66	-0.064681931	0.706486817
MCFD2	-0.003850984	0.979653965
HARBI1	0.257932571	0.116254034
C11orf71	0.019893946	0.919345406
GAS1	1.113687935	0.117530287
ARHGAP45	0.660079012	0.00756033
GLIPR1L2	0.055461605	0.957170942
MIGA1	-0.255465766	0.035773809
RNF182	-0.648888839	0.459582614
TSPYL5	-0.337076258	0.726460311
H2AC6	0.666855024	0.021039078
EIF2S3B	0.418416626	0.538532207
SKIDA1	-0.606664651	0.302020777
H2BC4	0.328459364	0.183732071
MB21D2	-0.229131785	0.288613206
SSTR2	0.157409865	0.88836809
SLC47A2	0.704735144	0.480011203
YOD1	-0.171896038	0.020037385
TMEM64	-0.162996284	0.138429607
CHRM4	1.185337039	0.004356662
SHISA2	-0.669814632	0.36409078
S1PR5	0.7166586	0.169633478
CLRN3	-0.636442072	0.490023471
GPR157	-0.050850459	0.697299285
CHST13	0.5467589	0.654408452
SLC36A4	0.159149813	0.111641488
ZDHHC20	1.520691577	8.78E-07
OR51E1	-1.468443986	0.57799516
ARSJ	-0.887592951	0.012784617
MAP3K15	0.580696538	0.570518806
PPA1	-0.278434959	0.001875241
PSMG4	-0.264976876	0.264199741
MAP6D1	0.189977687	0.444114839
SSR4	0.246059225	0.025183324
CAPS2	-0.516794729	0.171258114
CUEDC1	0.204589821	0.20117926
SCRIB	0.081437544	0.390135875
KCTD2	-0.236195159	0.017493003
D2HGDH	0.325671216	0.010185117
OXTR	-0.175024685	0.537318782
CMTR2	-0.20462505	0.020581952
FAM83H	0.150518579	0.159359924
ST20	-0.237663914	0.249430928
PITPNB	-0.112130858	0.2702684
TCEAL8	0.022371472	0.942735378
LRRC57	-0.035322389	0.62302538
MRPL14	-0.107110901	0.489200548
GPR137C	0.67279632	0.017276574
C1orf105	-0.358561116	0.825406967
BBS12	0.545221545	0.026323172
LSMEM1	-0.191525971	0.731461899
NQO1	-0.151973377	0.039940695
AEN	-0.522948322	0.000652475
FKRP	-0.200035735	0.019202723
TRAPPC5	0.240670936	0.042669672
RPH3AL	-0.01656472	0.929756436
SLC25A42	0.258375559	0.212645788
METTL23	-0.199456553	0.047977807
SLC26A11	0.407084144	0.085381886
HIGD1A	-0.195114247	0.013769992
MAPK15	0.698863786	0.304182009
F2R	1.134252119	0.094819555
MUC16	-0.202680077	0.863284676
PJA1	0.241575776	0.017719939
DHTKD1	0.72038289	0.000205802
C4orf50	-0.341304334	0.724386514
H2AW	0.548181212	0.03778307
SLC25A41	0.501706048	0.509346707
TLCD5	0.074305669	0.750412401
FRAT2	-0.105989921	0.504254146
TMEM102	0.293702488	0.421396455
LRRC75A	0.383128384	0.146004723
CFAP65	0.439379375	0.744538291
DDX60L	0.231509058	0.332718248
SYNE4	0.47797988	0.203023488
OGFOD3	0.290639813	0.023526821
WASHC1	-0.016602361	0.913111792
AATK	0.93813755	0.01458621
DDN	-0.012771146	0.969822381
TMEM45A	-0.025680145	0.943505234
RAP2B	0.67963341	0.000369832
RNF135	0.135340737	0.24875416
ACBD4	0.213841539	0.262089103
SGSH	0.405295617	0.008294703
FANCB	-0.311562097	0.070756944
TMIE	0.329312491	0.473376809
MEX3D	-0.814139318	0.0002247
MRPS23	-0.328638018	0.00028001
GPR135	0.144981339	0.513190082
SLX1B	0.171183586	0.584310102
TNFSF15	-0.536123087	0.075157215
PHLDA2	-0.533510524	0.067105318
ATG9B	0.566329071	0.048745142
YIPF6	-0.217181776	0.01047865
DIPK2A	0.003978229	0.977518984
MACIR	-0.511906496	0.002622937
AMIGO1	0.977094979	0.085543724
GPR3	-1.121105697	0.010914461
ODF3L2	0.055851994	0.982203315
COPG1	0.308143866	0.007447268
ADGRB1	1.325640893	0.020996323
SLC9A9	0.54923243	0.550650229
LSM10	-0.15585706	0.105227011
RELL1	0.851518031	0.00307765
SLC35C1	0.418819811	0.004858213
RNF41	-0.022840606	0.864400706
SLC2A4	0.079884329	0.952853109
IBA57	0.227750706	0.246052791
CLDN7	0.012471168	0.967413745
C5orf24	-0.436089443	0.001312786
ADO	-0.116104619	0.185627612
COA4	-0.262783335	0.013983795
PRKAG1	-0.322128112	0.000685318
GINS3	-0.659596982	0.00013872
CCDC149	1.24047296	0.001008522
MRPS11	-0.254702092	0.005186065
SNRPE	-0.232643197	0.021562498
RTKN2	-0.813482216	0.251969741
PNMA8A	-0.38825993	0.499193494
CHST15	0.781366643	0.000723293
USH1G	2.036291973	0.020577994
MGAT4C	-0.820975677	0.518846603
IDH2	0.098752173	0.549311773
OR52A1	-1.792622835	0.119405563
TMEM259	0.226205009	0.030776054
GET1	-0.157404958	0.182885292
TNRC18	0.025473504	0.870094192
FAM181B	-0.467061455	0.899212618
TMEM30B	-1.305543747	0.042768131
DEXI	0.643181496	0.003243142
NOP10	-0.369475968	0.022330916
FAM89A	0.170117299	0.555364584
TDRKH	-0.158631769	0.331221338
IST1	0.109525604	0.129593426
ERCC6L2	0.165281578	0.142054315
MRPL41	-0.636773907	0.019485875
UNC5C	-0.909016781	0.351061716
TSEN54	0.3561474	0.002280692
RGMA	0.304095199	0.593868985
UBA7	0.853946438	0.068144805
MRPS16	-0.146582585	0.010914461
RAD51B	-0.391155986	0.012214157
LDOC1	0.48493419	0.917990837
ARL6IP4	-0.076790199	0.285683067
EXT1	0.181860032	0.021764461
SHMT2	-0.419005055	0.001742395
MOB2	0.313510446	0.01362668
HHIPL1	0.483977028	0.172834986
ATP6AP2	0.014656395	0.843155106
CYB5D1	0.033345136	0.827736393
BACE2	0.308587426	0.082722936
UBE2E2	0.286898142	0.035664899
SYNM	0.848964573	0.002877941
KCNA4	-0.012000485	0.961646824
NLRP10	-1.028114221	0.418429749
FIGN	-0.389137933	0.666629424
B4GALNT4	0.537810822	0.071176856
AP1S2	-0.603740696	0.005433107
C8orf33	-0.165113701	0.053706299
DCAF4L1	0.310849388	0.881621985
SPACA6	0.134727168	0.860276735
KCNJ14	-0.222791226	0.239428618
FBXL6	-0.237128705	0.069215792
C1S	0.217031749	0.373829594
GLTPD2	0.73610594	0.205811383
KBTBD3	0.564186402	0.015157756
YBEY	0.222005008	0.31868941
CLN8	0.188068656	0.603811172
PLCXD1	0.160231095	0.546837493
NXPH4	0.335846848	0.244247503
CACNB4	0.090955846	0.932784364
IFNL1	0.04895849	0.978880872
TRAPPC6B	-0.217125801	0.010840531
PGBD4	0.211336447	0.114211599
NPLOC4	-0.051158766	0.407066494
TEX19	0.166568639	0.78511283
CAPN12	-0.123167673	0.898360364
EXOC7	0.222498881	0.047194339
KPNA2	-0.35128925	0.009288345
WASH6P	-0.026631308	0.884780094
XKRX	0.326167318	0.661327349
BGN	1.279113694	0.127629826
CEP97	-0.748008623	0.000746586
FES	0.222832738	0.675049607
GLRX5	-0.210628433	0.050878849
FAM104B	-0.054741648	0.744538291
MXRA7	0.305572334	0.018134078
LIMK2	-0.172072633	0.321125101
MFSD5	0.281488799	0.005517683
ADI1	-0.002696715	0.980966614
RWDD4	-0.399009181	0.000257722
SPNS3	0.992140765	0.307325103
CSF1R	0.923740172	0.377921605
EPHB3	0.851221874	0.003498899
EPGN	-0.32733615	0.788745289
SNORC	0.880791461	0.108719397
HS3ST4	-0.591279836	0.558631635
TSPAN10	0.264641133	0.7910237
PLCB1	0.396225251	0.257787974
SKA2	-0.282122733	0.009384198
TTC3	0.257590988	0.030737608
KCNB2	-0.845244523	0.571943951
BRICD5	-0.170485698	0.513190082
GALR2	0.024018108	0.962727998
IGIP	0.38636324	0.058881711
TSKU	0.400659763	0.012817313
CMC4	-0.712743922	0.001691895
ANXA2	-0.564917436	7.29E-05
RGS6	0.045363612	0.962766191
SLC35D3	-1.080745977	0.448479256
PAQR7	0.498922091	0.017959494
PAPPA	-0.264824919	0.724737249
NGRN	-0.219738378	0.108885456
GRID1	0.352131675	0.706235059
RPS17	-0.189729416	0.130233808
HCAR2	-0.330801792	0.851659128
CCDC87	1.309442552	0.002675193
C1orf116	-0.246871253	0.789766158
CRIP2	1.065309254	0.004007542
DDX28	0.058498294	0.607455734
ACBD3	0.730363777	0.000139271
C16orf72	0.064652282	0.487402037
PLCXD3	-0.486191432	0.314735666
ALG12	0.375898047	0.005342706
LCK	-0.680670021	0.260515863
GALNT9	0.403365938	0.130170861
COL18A1	0.468071337	0.002632162
RBM10	-0.05054845	0.424618626
GLUD2	-0.466421124	0.378903633
RPL35A	-0.119650473	0.555364584
RGS7	-1.234786259	0.17646359
SLC25A18	0.038694953	0.931268892
C11orf54	0.201238335	0.175761022
CEP63	-0.33617771	0.01049155
SRPRA	0.081294866	0.424616339
OTOP3	1.851160625	0.104349645
HMGN4	0.445199771	0.001253444
SPATA13	-0.139597489	0.38112085
GJC1	-0.471486109	0.020665648
CADM1	-1.013078899	0.376255891
C12orf60	-0.244826578	0.240578746
PYCR1	-0.166427099	0.039362225
NAA38	-0.071587926	0.796393211
SPNS2	0.289996724	0.475770883
AP2A2	0.174441466	0.052515613
SLC8A1	-0.72874878	0.165644687
SLC25A21	0.215756896	0.765516976
ABAT	1.226312944	0.004984019
SLC25A10	-0.591574071	0.000813178
CAMK1D	0.706104803	0.16609806
RGPD6	1.156299569	0.869602859
LYSMD4	0.079744554	0.659331208
IGSF5	0.174441671	0.801122191
AFMID	0.136993694	0.241548966
GAS6	0.838801731	0.024263816
NEB	0.880099301	0.089618401
BEGAIN	0.01836468	0.954640052
GPC6	-0.38699516	0.746909162
ARHGEF37	0.029439917	0.968848723
FAM43B	1.322065413	0.362150475
CALHM3	-0.40474656	0.689605662
CEP57L1	-0.587343255	0.001424423
RIPPLY3	-0.263941685	0.73478104
ANKRD20A2P	-0.98640414	0.4423833
GPR19	-1.030755337	0.004451004
GJD3	0.566599924	0.263434508
RABIF	0.023269159	0.839579002
FANCF	0.101615821	0.314348954
SMDT1	0.005811607	0.983106512
C2CD4C	0.612425954	0.021095874
CHST6	0.799632917	0.092097282
GDPGP1	0.174947352	0.249203726
RIMBP3C	0.832801882	0.641192335
PRR36	1.148955355	0.105881263
PTTG1IP	-0.049927041	0.512273141
DDX41	-0.040296508	0.542700988
ABHD16B	-0.179603867	0.753351902
CCDC60	0.165503405	0.911959825
DAZAP2	0.286186856	0.000985275
CCBE1	-0.385139554	0.715547417
SELENOF	0.041063147	0.601189068
TMEM121B	1.581719566	0.127278657
EPHA10	0.371633022	0.044789197
CCDC125	-0.425638259	0.005965121
BOLA2	-0.07617598	0.72001259
JRKL	-0.072465663	0.58451061
CABCOCO1	0.028704262	0.985966499
GBP6	0.492873962	0.739067813
KIAA2026	0.199468342	0.02621179
CCDC159	0.013266837	0.966599794
RIPK4	0.37646822	0.059914489
NPIPA1	0.043334201	0.863930484
SF3A3	-0.353430117	0.00028463
GRIN2A	-0.167285865	0.786771653
ASB7	0.320469844	0.00666991
TREX2	0.107078926	0.827906816
GPR132	-0.224594111	0.768182835
MX2	1.312701241	0.029067947
MEX3B	0.214921764	0.415430241
TENT5C	-0.318890489	0.450652087
COA5	0.058511263	0.663636207
UTP11	-0.402737325	0.008396507
PSMG1	-0.260809082	0.05667338
PRR14L	0.211948616	0.004364283
SERHL2	-0.454501278	0.384842344
TNFAIP8L3	0.400367896	0.545200882
ZNRF3	0.108691485	0.45169526
TANGO2	0.023957643	0.86645535
H3C13	0.456809544	0.673125802
SFXN4	0.210750844	0.087295552
GKN2	0.619903989	0.39219432
FAM167B	0.916586153	0.385478069
MRPL54	0.023371919	0.881621985
HMCES	-0.025177227	0.839353432
DGCR6	0.082426673	0.70176703
RP1L1	1.034666009	0.088331488
NDUFB1	-0.182469101	0.58772423
KLHL25	0.292451633	0.023744714
TRMT12	-0.006586331	0.960031997
PSG9	0.467411522	0.610049157
GPR1	-0.732062079	0.261396059
BMP8A	0.644048766	0.30775721
RFLNB	-0.397883447	0.288111
EFHC2	-0.00974084	0.990236846
NOG	-0.958058101	0.004861708
UPP1	-0.683372692	0.007617261
TRIM52	0.434907385	0.01750004
LHFPL6	-0.775506792	0.691971905
CMTM4	0.371439486	0.006576145
TMEM50A	0.281425638	0.00485192
TBK1	-0.181666035	0.039513221
MACC1	-0.850687654	0.549087402
TBL3	0.022602155	0.840857746
ACP7	-0.676780616	0.349955316
KREMEN1	0.760915318	0.000443546
TRAIP	-0.422174765	0.005353696
AIFM3	-0.16912927	0.950066254
B3GALT5	0.150213249	0.719511632
SLC35F3	0.298065938	0.672362594
KCTD8	-0.054657958	0.9624354
TUBA8	0.207047897	0.707518378
NPIPA5	0.219483127	0.57799516
RBM12B	0.013818052	0.895424523
BTBD9	-0.032709063	0.806430805
NUDT14	0.264533933	0.095505355
CFAP91	-0.026485853	0.982821342
GPR39	-0.087592657	0.549719354
FAM3B	0.710927828	0.549389954
KIRREL1	-0.43812392	0.183827877
IQGAP3	-0.385598714	0.020598994
SCN5A	0.972510121	0.172076592
ARSI	0.674022854	0.269685191
	-2.447757983	0.424373494
TTC32	-0.168149417	0.593404625
DNAH2	-0.421571303	0.674210714
PRKX	-0.115530844	0.401342357
KCNH8	-0.525230144	0.756963606
SMTN	-0.178291019	0.260822645
NPW	0.224734807	0.84891522
COA3	0.014565793	0.896792873
NPB	0.40025019	0.123079721
ST6GALNAC3	-1.051666127	0.327649964
PTP4A2	0.088327938	0.457101934
ACTG1	-0.149579873	0.135039943
TMPRSS2	0.522547459	0.138664057
DENND5A	-0.276281467	0.0046927
DIABLO	-0.034561952	0.604047965
VPS33B	0.045191807	0.765516976
ADAP2	1.301244491	0.001631908
